,index,AwayTeam,Date,Div,FTHG,FTR,HomeTeam,IsTraining,Referee,away_away_1_team_corners_against,away_away_1_team_corners_for,away_away_1_team_goals_against,away_away_1_team_goals_for,away_away_1_team_possession,away_away_1_team_shotsoff_against,away_away_1_team_shotsoff_for,away_away_1_team_shotson_against,away_away_1_team_shotson_for,away_away_3_team_corners_against,away_away_3_team_corners_for,away_away_3_team_goals_against,away_away_3_team_goals_for,away_away_3_team_possession,away_away_3_team_shotsoff_against,away_away_3_team_shotsoff_for,away_away_3_team_shotson_against,away_away_3_team_shotson_for,away_away_6_team_corners_against,away_away_6_team_corners_for,away_away_6_team_goals_against,away_away_6_team_goals_for,away_away_6_team_possession,away_away_6_team_shotsoff_against,away_away_6_team_shotsoff_for,away_away_6_team_shotson_against,away_away_6_team_shotson_for,away_direct_team_corners_against,away_direct_team_corners_for,away_direct_team_goals_against,away_direct_team_goals_for,away_direct_team_possession,away_direct_team_shotsoff_against,away_direct_team_shotsoff_for,away_direct_team_shotson_against,away_direct_team_shotson_for,away_home_1_team_corners_against,away_home_1_team_corners_for,away_home_1_team_goals_against,away_home_1_team_goals_for,away_home_1_team_possession,away_home_1_team_shotsoff_against,away_home_1_team_shotsoff_for,away_home_1_team_shotson_against,away_home_1_team_shotson_for,away_home_3_team_corners_against,away_home_3_team_corners_for,away_home_3_team_goals_against,away_home_3_team_goals_for,away_home_3_team_possession,away_home_3_team_shotsoff_against,away_home_3_team_shotsoff_for,away_home_3_team_shotson_against,away_home_3_team_shotson_for,away_home_6_team_corners_against,away_home_6_team_corners_for,away_home_6_team_goals_against,away_home_6_team_goals_for,away_home_6_team_possession,away_home_6_team_shotsoff_against,away_home_6_team_shotsoff_for,away_home_6_team_shotson_against,away_home_6_team_shotson_for,home_away_1_team_corners_against,home_away_1_team_corners_for,home_away_1_team_goals_against,home_away_1_team_goals_for,home_away_1_team_possession,home_away_1_team_shotsoff_against,home_away_1_team_shotsoff_for,home_away_1_team_shotson_against,home_away_1_team_shotson_for,home_away_3_team_corners_against,home_away_3_team_corners_for,home_away_3_team_goals_against,home_away_3_team_goals_for,home_away_3_team_possession,home_away_3_team_shotsoff_against,home_away_3_team_shotsoff_for,home_away_3_team_shotson_against,home_away_3_team_shotson_for,home_away_6_team_corners_against,home_away_6_team_corners_for,home_away_6_team_goals_against,home_away_6_team_goals_for,home_away_6_team_possession,home_away_6_team_shotsoff_against,home_away_6_team_shotsoff_for,home_away_6_team_shotson_against,home_away_6_team_shotson_for,home_direct_team_corners_against,home_direct_team_corners_for,home_direct_team_goals_against,home_direct_team_goals_for,home_direct_team_possession,home_direct_team_shotsoff_against,home_direct_team_shotsoff_for,home_direct_team_shotson_against,home_direct_team_shotson_for,home_home_1_team_corners_against,home_home_1_team_corners_for,home_home_1_team_goals_against,home_home_1_team_goals_for,home_home_1_team_possession,home_home_1_team_shotsoff_against,home_home_1_team_shotsoff_for,home_home_1_team_shotson_against,home_home_1_team_shotson_for,home_home_3_team_corners_against,home_home_3_team_corners_for,home_home_3_team_goals_against,home_home_3_team_goals_for,home_home_3_team_possession,home_home_3_team_shotsoff_against,home_home_3_team_shotsoff_for,home_home_3_team_shotson_against,home_home_3_team_shotson_for,home_home_6_team_corners_against,home_home_6_team_corners_for,home_home_6_team_goals_against,home_home_6_team_goals_for,home_home_6_team_possession,home_home_6_team_shotsoff_against,home_home_6_team_shotsoff_for,home_home_6_team_shotson_against,home_home_6_team_shotson_for
22,22,Newcastle,2015-08-22,E0,0.0,D,Man United,True,C Pawson,4.0,4.0,0.0,2.0,38.0,2.0,7.0,2.0,9.0,23.0,17.0,1.0,7.0,146.5,16.0,19.0,24.0,19.0,37.0,34.0,1.0,13.0,273.25,33.0,34.0,40.0,47.0,6.0,8.0,2.0,3.0,65.0,7.0,8.0,9.0,4.0,6.0,6.0,2.0,2.0,56.75,8.0,3.0,5.0,4.0,11.0,15.0,3.0,5.0,159.25,14.0,22.0,9.0,13.0,24.0,37.0,11.0,9.0,289.25,24.0,36.0,22.0,29.0,5.0,3.0,1.0,0.0,55.25,5.0,3.0,3.0,2.0,12.0,18.0,3.0,3.0,181.75,12.0,13.0,14.0,15.0,29.0,30.0,6.0,8.0,375.25,27.0,19.0,34.0,26.0,6.0,8.0,2.0,3.0,135.0,7.0,8.0,9.0,4.0,2.0,1.0,1.0,0.0,49.5,2.0,4.0,6.0,6.0,10.0,15.0,2.0,3.0,188.25,7.0,17.0,13.0,28.0,19.0,30.0,5.0,13.0,371.25,14.0,30.0,21.0,44.0
23,23,Stoke,2015-08-22,E0,1.0,D,Norwich,True,M Dean,3.0,4.0,2.0,2.0,37.5,6.0,3.0,7.0,10.0,11.0,17.0,2.0,4.0,147.5,14.0,10.0,16.0,21.0,26.0,37.0,4.0,9.0,302.75,29.0,24.0,32.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,48.0,3.0,2.0,8.0,5.0,22.0,12.0,3.0,8.0,138.25,12.0,9.0,22.0,21.0,39.0,31.0,7.0,12.0,312.5,28.0,33.0,39.0,45.0,6.0,6.0,3.0,1.0,51.0,4.0,3.0,9.0,2.0,6.0,6.0,3.0,1.0,51.0,4.0,3.0,9.0,2.0,6.0,6.0,3.0,1.0,51.0,4.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,2.0,66.5,1.0,8.0,6.0,7.0,4.0,1.0,3.0,2.0,66.5,1.0,8.0,6.0,7.0,4.0,1.0,3.0,2.0,66.5,1.0,8.0,6.0,7.0
24,24,Swansea,2015-08-22,E0,1.0,D,Sunderland,True,N Swarbrick,8.0,4.0,4.0,1.0,46.25,2.0,4.0,13.0,7.0,12.0,17.0,5.0,2.0,123.5,6.0,11.0,20.0,36.0,30.0,36.0,9.0,6.0,285.5,15.0,31.0,38.0,49.0,2.0,17.0,1.0,2.0,118.0,9.0,18.0,3.0,15.0,4.0,4.0,0.0,2.0,62.0,2.0,7.0,2.0,9.0,13.0,21.0,4.0,6.0,160.0,11.0,16.0,17.0,21.0,31.0,32.0,7.0,10.0,327.75,23.0,27.0,35.0,35.0,3.0,6.0,2.0,4.0,55.5,4.0,9.0,5.0,8.0,8.0,22.0,3.0,7.0,120.5,13.0,26.0,18.0,37.0,21.0,52.0,6.0,9.0,222.75,28.0,47.0,32.0,73.0,2.0,17.0,1.0,2.0,82.0,9.0,18.0,3.0,15.0,6.0,6.0,3.0,1.0,49.0,4.0,3.0,9.0,2.0,16.0,15.0,4.0,3.0,148.5,14.0,10.0,16.0,15.0,29.0,32.0,12.0,5.0,301.75,24.0,30.0,33.0,32.0
25,25,Bournemouth,2015-08-22,E0,3.0,A,West Ham,True,J Moss,8.0,6.0,1.0,1.0,45.75,7.0,13.0,5.0,4.0,8.0,6.0,1.0,1.0,45.75,7.0,13.0,5.0,4.0,8.0,6.0,1.0,1.0,45.75,7.0,13.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,57.0,2.0,8.0,4.0,5.0,3.0,6.0,1.0,0.0,57.0,2.0,8.0,4.0,5.0,3.0,6.0,1.0,0.0,57.0,2.0,8.0,4.0,5.0,4.0,5.0,2.0,0.0,41.25,2.0,8.0,5.0,15.0,13.0,9.0,2.0,3.0,140.5,8.0,25.0,9.0,25.0,28.0,28.0,4.0,9.0,271.75,23.0,48.0,27.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,1.0,66.66666666666667,4.0,4.0,5.0,6.0,15.0,28.0,4.0,3.0,168.66666666666669,17.0,18.0,17.0,27.0,33.0,43.0,6.0,5.0,302.9166666666667,32.0,32.0,38.0,54.0
26,26,Man City,2015-08-23,E0,0.0,A,Everton,True,A Taylor,6.0,6.0,3.0,0.0,71.75,3.0,5.0,11.0,5.0,20.0,25.0,8.0,2.0,166.0,14.0,15.0,31.0,22.0,44.0,32.0,11.0,9.0,353.5,39.0,22.0,57.0,31.0,16.0,15.0,1.0,2.0,117.25,12.0,6.0,13.0,23.0,1.0,5.0,0.0,3.0,48.25,3.0,7.0,7.0,9.0,9.0,20.0,1.0,11.0,169.5,14.0,21.0,19.0,25.0,20.0,42.0,4.0,18.0,359.5,25.0,46.0,30.0,62.0,9.0,9.0,3.0,0.0,46.25,2.0,6.0,5.0,9.0,20.0,21.0,7.0,4.0,146.75,14.0,15.0,17.0,19.0,35.0,30.0,10.0,8.0,302.75,19.0,33.0,35.0,30.0,16.0,15.0,1.0,2.0,82.75,12.0,6.0,13.0,23.0,3.0,8.0,2.0,2.0,67.25,3.0,5.0,6.0,4.0,9.0,26.0,5.0,2.0,181.5,11.0,23.0,20.0,21.0,32.0,42.0,5.0,8.0,328.0,26.0,35.0,42.0,41.0
27,27,Southampton,2015-08-23,E0,0.0,D,Watford,True,A Marriner,6.0,6.0,2.0,2.0,43.25,8.0,3.0,5.0,4.0,18.0,18.0,2.0,6.0,155.25,19.0,15.0,18.0,14.0,34.0,25.0,4.0,11.0,313.75,32.0,32.0,34.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,0.0,53.75,2.0,6.0,5.0,9.0,15.0,23.0,6.0,8.0,128.5,9.0,15.0,12.0,22.0,27.0,45.0,7.0,12.0,309.75,25.0,38.0,31.0,42.0,3.0,8.0,2.0,2.0,32.75,3.0,5.0,6.0,4.0,3.0,8.0,2.0,2.0,32.75,3.0,5.0,6.0,4.0,3.0,8.0,2.0,2.0,32.75,3.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,66.25,4.0,7.0,1.0,10.0,4.0,2.0,0.0,0.0,66.25,4.0,7.0,1.0,10.0,4.0,2.0,0.0,0.0,66.25,4.0,7.0,1.0,10.0
28,28,Chelsea,2015-08-23,E0,2.0,A,West Brom,True,M Clattenburg,1.0,5.0,0.0,3.0,51.75,3.0,7.0,7.0,9.0,11.0,10.0,3.0,7.0,170.5,14.0,15.0,19.0,14.0,25.0,27.0,7.0,9.0,330.5,23.0,33.0,30.0,37.0,4.0,18.0,0.0,5.0,136.5,8.0,10.0,8.0,15.0,8.0,4.0,4.0,1.0,53.75,2.0,4.0,13.0,7.0,15.0,21.0,6.0,5.0,172.5,18.0,14.0,27.0,23.0,28.0,36.0,7.0,10.0,327.25,33.0,31.0,38.0,46.0,4.0,2.0,0.0,0.0,33.75,4.0,7.0,1.0,10.0,9.0,16.0,2.0,5.0,105.75,15.0,24.0,11.0,26.0,20.0,41.0,5.0,9.0,182.75,22.0,60.0,16.0,67.0,4.0,18.0,0.0,5.0,63.5,8.0,10.0,8.0,15.0,6.0,6.0,3.0,0.0,28.25,3.0,5.0,11.0,5.0,14.0,11.0,3.0,3.0,89.0,18.0,12.0,31.0,12.0,29.0,24.0,10.0,8.0,238.16666666666663,28.0,25.0,44.0,32.0
29,29,Liverpool,2015-08-24,E0,0.0,D,Arsenal,True,M Oliver,5.0,3.0,1.0,0.0,52.0,3.0,2.0,8.0,5.0,18.0,12.0,3.0,7.0,154.0,19.0,9.0,21.0,14.0,34.0,27.0,4.0,12.0,344.25,37.0,21.0,50.0,29.0,11.0,16.0,3.0,6.0,111.5,9.0,19.0,8.0,18.0,8.0,6.0,1.0,1.0,54.25,7.0,13.0,5.0,4.0,19.0,19.0,6.0,5.0,183.33333333333331,21.0,31.0,13.0,22.0,33.0,33.0,9.0,10.0,347.33333333333326,32.0,45.0,24.0,44.0,6.0,6.0,1.0,2.0,64.5,4.0,3.0,14.0,6.0,16.0,11.0,4.0,5.0,171.75,14.0,13.0,31.0,15.0,32.0,22.0,9.0,7.0,351.25,30.0,25.0,54.0,37.0,11.0,16.0,3.0,6.0,88.5,9.0,19.0,8.0,18.0,4.0,5.0,2.0,0.0,58.75,2.0,8.0,5.0,15.0,9.0,17.0,3.0,4.0,194.75,13.0,26.0,16.0,43.0,17.0,35.0,5.0,8.0,376.0,26.0,43.0,28.0,73.0
30,30,Sunderland,2015-08-29,E0,2.0,D,Aston Villa,True,R Madley,3.0,6.0,2.0,4.0,55.5,4.0,9.0,5.0,8.0,8.0,22.0,3.0,7.0,120.5,13.0,26.0,18.0,37.0,21.0,52.0,6.0,9.0,222.75,28.0,47.0,32.0,73.0,9.0,6.0,4.0,0.0,80.0,11.0,13.0,12.0,10.0,4.0,3.0,1.0,1.0,38.25,7.0,5.0,12.0,6.0,19.0,17.0,4.0,2.0,141.75,16.0,12.0,25.0,15.0,28.0,33.0,9.0,6.0,300.25,27.0,29.0,40.0,34.0,4.0,6.0,0.0,4.0,51.25,7.0,6.0,6.0,9.0,10.0,18.0,2.0,10.0,157.25,13.0,17.0,14.0,23.0,24.0,44.0,6.0,16.0,279.5,28.0,38.0,23.0,42.0,9.0,6.0,4.0,0.0,120.0,11.0,13.0,12.0,10.0,5.0,3.0,1.0,0.0,44.75,5.0,3.0,3.0,2.0,13.0,12.0,2.0,1.0,166.5,10.0,20.0,10.0,15.0,28.0,28.0,8.0,7.0,327.0,16.0,36.0,26.0,34.0
31,31,Leicester,2015-08-29,E0,1.0,D,Bournemouth,True,N Swarbrick,4.0,8.0,2.0,1.0,33.333333333333336,4.0,4.0,5.0,6.0,17.0,22.0,3.0,2.0,126.58333333333334,10.0,8.0,13.0,24.0,30.0,40.0,10.0,10.0,234.66666666666669,24.0,22.0,24.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,1.0,32.0,10.0,5.0,8.0,5.0,16.0,13.0,4.0,10.0,120.25,22.0,23.0,19.0,16.0,37.0,29.0,7.0,16.0,236.0,41.0,41.0,34.0,28.0,4.0,5.0,4.0,3.0,53.25,6.0,2.0,4.0,5.0,12.0,11.0,5.0,4.0,99.0,13.0,15.0,9.0,9.0,12.0,11.0,5.0,4.0,99.0,13.0,15.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,57.0,2.0,8.0,4.0,5.0,3.0,6.0,1.0,0.0,57.0,2.0,8.0,4.0,5.0,3.0,6.0,1.0,0.0,57.0,2.0,8.0,4.0,5.0
32,32,Crystal Palace,2015-08-29,E0,1.0,A,Chelsea,True,C Pawson,4.0,1.0,3.0,2.0,33.5,1.0,8.0,6.0,7.0,15.0,8.0,7.0,5.0,105.75,11.0,24.0,15.0,23.0,30.0,34.0,16.0,8.0,235.25,21.0,49.0,30.0,37.0,8.0,6.0,2.0,3.0,61.25,10.0,11.0,9.0,11.0,4.0,6.0,0.0,4.0,48.75,7.0,6.0,6.0,9.0,13.0,19.0,1.0,7.0,137.25,12.0,11.0,23.0,24.0,34.0,33.0,7.0,9.0,282.0,30.0,31.0,39.0,39.0,7.0,8.0,3.0,3.0,61.0,8.0,6.0,3.0,6.0,12.0,16.0,3.0,9.0,173.75,16.0,16.0,17.0,18.0,26.0,29.0,7.0,10.0,336.5,29.0,31.0,29.0,34.0,8.0,6.0,2.0,3.0,138.75,10.0,11.0,9.0,11.0,8.0,4.0,4.0,1.0,53.75,2.0,4.0,13.0,7.0,15.0,21.0,6.0,5.0,172.5,18.0,14.0,27.0,23.0,28.0,36.0,7.0,10.0,327.25,33.0,31.0,38.0,46.0
33,33,West Ham,2015-08-29,E0,0.0,A,Liverpool,True,K Friend,4.0,5.0,2.0,0.0,41.25,2.0,8.0,5.0,15.0,13.0,9.0,2.0,3.0,140.5,8.0,25.0,9.0,25.0,28.0,28.0,4.0,9.0,271.75,23.0,48.0,27.0,51.0,12.0,12.0,1.0,5.0,74.5,5.0,12.0,11.0,18.0,4.0,5.0,4.0,3.0,46.75,6.0,2.0,4.0,5.0,16.0,20.0,8.0,5.0,156.41666666666669,19.0,11.0,17.0,18.0,33.0,43.0,9.0,8.0,308.1666666666667,35.0,28.0,35.0,47.0,8.0,7.0,0.0,1.0,34.25,7.0,7.0,8.0,10.0,22.0,13.0,2.0,7.0,142.5,16.0,13.0,24.0,20.0,37.0,28.0,3.0,9.0,333.0,37.0,22.0,54.0,33.0,12.0,12.0,1.0,5.0,125.5,5.0,12.0,11.0,18.0,8.0,6.0,1.0,1.0,54.25,7.0,13.0,5.0,4.0,19.0,19.0,6.0,5.0,183.33333333333331,21.0,31.0,13.0,22.0,33.0,33.0,9.0,10.0,347.33333333333326,32.0,45.0,24.0,44.0
34,34,Watford,2015-08-29,E0,2.0,H,Man City,True,M Clattenburg,3.0,8.0,2.0,2.0,32.75,3.0,5.0,6.0,4.0,3.0,8.0,2.0,2.0,32.75,3.0,5.0,6.0,4.0,3.0,8.0,2.0,2.0,32.75,3.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,50.75,8.0,6.0,7.0,6.0,6.0,7.0,0.0,0.0,117.0,12.0,13.0,8.0,16.0,6.0,7.0,0.0,0.0,117.0,12.0,13.0,8.0,16.0,7.0,8.0,2.0,1.0,53.75,5.0,7.0,10.0,4.0,20.0,25.0,9.0,3.0,174.0,14.0,15.0,32.0,16.0,45.0,38.0,13.0,9.0,339.0,35.0,23.0,55.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.0,48.25,3.0,7.0,7.0,9.0,9.0,20.0,1.0,11.0,169.5,14.0,21.0,19.0,25.0,20.0,42.0,4.0,18.0,359.5,25.0,46.0,30.0,62.0
35,35,Arsenal,2015-08-29,E0,0.0,A,Newcastle,True,A Marriner,6.0,6.0,1.0,2.0,64.5,4.0,3.0,14.0,6.0,16.0,11.0,4.0,5.0,171.75,14.0,13.0,31.0,15.0,32.0,22.0,9.0,7.0,351.25,30.0,25.0,54.0,37.0,10.0,18.0,3.0,6.0,112.75,3.0,16.0,11.0,11.0,8.0,7.0,0.0,1.0,65.75,7.0,7.0,8.0,10.0,15.0,19.0,3.0,5.0,190.0,17.0,23.0,20.0,36.0,20.0,36.0,4.0,5.0,387.25,26.0,44.0,32.0,77.0,5.0,11.0,0.0,0.0,35.0,3.0,4.0,3.0,16.0,21.0,18.0,1.0,4.0,125.75,11.0,14.0,22.0,28.0,38.0,42.0,1.0,10.0,261.0,31.0,35.0,35.0,54.0,10.0,18.0,3.0,6.0,87.25,3.0,16.0,11.0,11.0,6.0,6.0,2.0,2.0,56.75,8.0,3.0,5.0,4.0,11.0,15.0,3.0,5.0,159.25,14.0,22.0,9.0,13.0,24.0,37.0,11.0,9.0,289.25,24.0,36.0,22.0,29.0
36,36,West Brom,2015-08-29,E0,0.0,A,Stoke,True,M Oliver,4.0,2.0,0.0,0.0,33.75,4.0,7.0,1.0,10.0,9.0,16.0,2.0,5.0,105.75,15.0,24.0,11.0,26.0,20.0,41.0,5.0,9.0,182.75,22.0,60.0,16.0,67.0,8.0,12.0,0.0,4.0,94.0,10.0,8.0,10.0,16.0,7.0,8.0,3.0,3.0,39.0,8.0,6.0,3.0,6.0,17.0,17.0,6.0,6.0,106.25,16.0,14.0,21.0,14.0,31.0,25.0,13.0,9.0,229.16666666666663,33.0,27.0,43.0,29.0,0.0,9.0,1.0,1.0,56.25,5.0,10.0,2.0,10.0,9.0,20.0,3.0,3.0,150.25,16.0,14.0,14.0,26.0,21.0,39.0,5.0,8.0,307.0,31.0,30.0,30.0,49.0,8.0,12.0,0.0,4.0,106.0,10.0,8.0,10.0,16.0,5.0,3.0,1.0,0.0,48.0,3.0,2.0,8.0,5.0,22.0,12.0,3.0,8.0,138.25,12.0,9.0,22.0,21.0,39.0,31.0,7.0,12.0,312.5,28.0,33.0,39.0,45.0
37,37,Everton,2015-08-29,E0,0.0,D,Tottenham,True,M Jones,9.0,9.0,3.0,0.0,46.25,2.0,6.0,5.0,9.0,20.0,21.0,7.0,4.0,146.75,14.0,15.0,17.0,19.0,35.0,30.0,10.0,8.0,302.75,19.0,33.0,35.0,30.0,9.0,6.0,2.0,2.0,96.75,7.0,14.0,16.0,9.0,7.0,8.0,2.0,1.0,46.25,5.0,7.0,10.0,4.0,15.0,19.0,5.0,3.0,153.25,12.0,21.0,26.0,11.0,29.0,46.0,7.0,8.0,328.75,25.0,36.0,47.0,40.0,7.0,2.0,1.0,1.0,68.0,10.0,5.0,8.0,5.0,14.0,6.0,3.0,1.0,178.75,16.0,18.0,24.0,14.0,28.0,24.0,9.0,6.0,359.25,26.0,30.0,40.0,36.0,9.0,6.0,2.0,2.0,103.25,7.0,14.0,16.0,9.0,3.0,4.0,2.0,2.0,62.5,6.0,3.0,7.0,10.0,18.0,18.0,3.0,4.0,174.75,19.0,17.0,20.0,22.0,32.0,37.0,10.0,11.0,365.75,34.0,37.0,30.0,39.0
38,38,Norwich,2015-08-30,E0,3.0,H,Southampton,True,J Moss,6.0,6.0,3.0,1.0,51.0,4.0,3.0,9.0,2.0,6.0,6.0,3.0,1.0,51.0,4.0,3.0,9.0,2.0,6.0,6.0,3.0,1.0,51.0,4.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,43.75,5.0,10.0,2.0,10.0,4.0,10.0,4.0,3.0,110.25,6.0,18.0,8.0,17.0,4.0,10.0,4.0,3.0,110.25,6.0,18.0,8.0,17.0,2.0,5.0,0.0,0.0,49.25,8.0,6.0,7.0,6.0,12.0,19.0,2.0,4.0,133.75,22.0,17.0,20.0,17.0,26.0,26.0,4.0,10.0,308.5,34.0,32.0,36.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,0.0,53.75,2.0,6.0,5.0,9.0,15.0,23.0,6.0,8.0,128.5,9.0,15.0,12.0,22.0,27.0,45.0,7.0,12.0,309.75,25.0,38.0,31.0,42.0
39,39,Man United,2015-08-30,E0,2.0,H,Swansea,True,M Atkinson,5.0,3.0,1.0,0.0,55.25,5.0,3.0,3.0,2.0,12.0,18.0,3.0,3.0,181.75,12.0,13.0,14.0,15.0,29.0,30.0,6.0,8.0,375.25,27.0,19.0,34.0,26.0,10.0,8.0,3.0,3.0,118.5,10.0,8.0,10.0,13.0,5.0,11.0,0.0,0.0,65.0,3.0,4.0,3.0,16.0,12.0,17.0,1.0,2.0,174.75,7.0,14.0,13.0,29.0,22.0,37.0,5.0,10.0,380.0,15.0,29.0,22.0,58.0,4.0,3.0,1.0,1.0,61.75,7.0,5.0,12.0,6.0,15.0,14.0,5.0,3.0,155.0,10.0,11.0,28.0,22.0,25.0,35.0,9.0,7.0,288.5,20.0,30.0,42.0,48.0,10.0,8.0,3.0,3.0,81.5,10.0,8.0,10.0,13.0,4.0,4.0,0.0,2.0,62.0,2.0,7.0,2.0,9.0,13.0,21.0,4.0,6.0,160.0,11.0,16.0,17.0,21.0,31.0,32.0,7.0,10.0,327.75,23.0,27.0,35.0,35.0
40,40,Stoke,2015-12-09,E0,2.0,H,Arsenal,True,J Moss,5.0,9.0,0.0,2.0,54.25,3.0,8.0,3.0,7.0,12.0,27.0,1.0,2.0,148.25,18.0,24.0,9.0,21.0,20.0,50.0,4.0,4.0,277.5,26.0,48.0,23.0,50.0,11.0,25.0,2.0,9.0,121.0,12.0,25.0,14.0,24.0,6.0,1.0,0.0,2.0,39.5,6.0,4.0,4.0,2.0,20.0,13.0,2.0,3.0,143.75,20.0,18.0,21.0,6.0,36.0,25.0,6.0,7.0,307.25,35.0,32.0,40.0,19.0,6.0,3.0,1.0,1.0,67.75,8.0,4.0,3.0,2.0,15.0,10.0,7.0,2.0,180.5,22.0,7.0,12.0,10.0,34.0,24.0,16.0,5.0,350.25,37.0,24.0,42.0,38.0,11.0,25.0,2.0,9.0,179.0,12.0,25.0,14.0,24.0,2.0,3.0,0.0,4.0,73.5,6.0,6.0,5.0,8.0,13.0,17.0,2.0,7.0,187.25,19.0,20.0,14.0,19.0,28.0,40.0,2.0,13.0,372.5,30.0,43.0,32.0,50.0
41,41,Man City,2015-12-09,E0,0.0,A,Crystal Palace,True,M Jones,6.0,1.0,0.0,2.0,60.5,6.0,4.0,4.0,2.0,18.0,10.0,0.0,2.0,155.0,17.0,10.0,15.0,3.0,38.0,27.0,4.0,7.0,315.75,39.0,28.0,51.0,18.0,23.0,16.0,3.0,5.0,200.5,27.0,18.0,22.0,8.0,4.0,6.0,1.0,3.0,48.0,2.0,2.0,5.0,12.0,13.0,29.0,5.0,8.0,178.75,5.0,14.0,18.0,25.0,26.0,52.0,9.0,21.0,359.75,12.0,36.0,26.0,56.0,6.0,13.0,1.0,1.0,40.0,5.0,8.0,6.0,9.0,14.0,30.0,3.0,3.0,129.0,11.0,23.0,14.0,26.0,30.0,49.0,6.0,5.0,248.75,26.0,48.0,34.0,61.0,23.0,16.0,3.0,5.0,99.5,27.0,18.0,22.0,8.0,5.0,7.0,1.0,5.0,54.0,1.0,7.0,3.0,7.0,10.0,25.0,2.0,5.0,160.5,9.0,24.0,11.0,26.0,26.0,38.0,6.0,9.0,309.25,31.0,37.0,36.0,48.0
42,42,Chelsea,2015-12-09,E0,3.0,H,Everton,True,A Marriner,4.0,4.0,0.0,0.0,42.25,4.0,3.0,1.0,7.0,17.0,12.0,2.0,3.0,164.5,18.0,11.0,16.0,15.0,44.0,31.0,8.0,11.0,338.75,45.0,26.0,29.0,33.0,18.0,25.0,6.0,10.0,145.83333333333334,11.0,19.0,15.0,28.0,4.0,11.0,1.0,0.0,62.5,6.0,9.0,7.0,11.0,16.0,18.0,4.0,2.0,163.5,12.0,19.0,18.0,27.0,31.0,31.0,9.0,5.0,325.75,26.0,33.0,33.0,54.0,5.0,10.0,3.0,3.0,48.75,2.0,5.0,5.0,12.0,15.0,20.0,5.0,6.0,140.5,12.0,22.0,17.0,27.0,25.0,34.0,8.0,8.0,297.75,28.0,39.0,35.0,50.0,18.0,25.0,6.0,10.0,154.16666666666666,11.0,19.0,15.0,28.0,6.0,13.0,1.0,1.0,60.0,5.0,8.0,6.0,9.0,10.0,21.0,4.0,10.0,194.75,12.0,18.0,25.0,22.0,38.0,38.0,9.0,14.0,331.75,28.0,34.0,41.0,48.0
43,43,Liverpool,2015-12-09,E0,3.0,H,Man United,True,M Oliver,7.0,2.0,1.0,1.0,58.5,9.0,4.0,4.0,3.0,19.0,14.0,7.0,4.0,160.5,16.0,10.0,21.0,13.0,40.0,31.0,9.0,8.0,302.0,28.0,21.0,37.0,34.0,14.0,8.0,4.0,7.0,125.25,9.0,8.0,17.0,10.0,7.0,8.0,0.0,1.0,60.0,6.0,3.0,2.0,6.0,20.0,32.0,3.0,3.0,183.5,13.0,21.0,9.0,24.0,30.0,54.0,9.0,7.0,372.75,26.0,36.0,19.0,60.0,8.0,1.0,1.0,1.0,67.75,4.0,3.0,6.0,3.0,21.0,12.0,2.0,3.0,185.5,12.0,11.0,15.0,19.0,35.0,25.0,8.0,8.0,352.25,23.0,28.0,27.0,40.0,14.0,8.0,4.0,7.0,174.75,9.0,8.0,17.0,10.0,2.0,6.0,0.0,0.0,59.75,6.0,12.0,5.0,7.0,7.0,17.0,0.0,2.0,192.5,12.0,21.0,9.0,13.0,18.0,37.0,1.0,8.0,383.25,20.0,32.0,22.0,40.0
