FTR,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,,Date,Div,FTAG,FTHG,,GoalFirstHalf,GoalSecondHalf,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,IsTraining,LBA,LBD,LBH,PSA,PSCA,PSCD,PSCH,PSD,PSH,Referee,SHAG,SHHG,VCA,VCD,VCH,WHA,WHD,WHH,away_away_1_team_corners_against,away_away_1_team_corners_for,away_away_1_team_goals_against,away_away_1_team_goals_for,away_away_1_team_possession,away_away_1_team_shotsoff_against,away_away_1_team_shotsoff_for,away_away_1_team_shotson_against,away_away_1_team_shotson_for,away_away_3_team_corners_against,away_away_3_team_corners_for,away_away_3_team_goals_against,away_away_3_team_goals_for,away_away_3_team_possession,away_away_3_team_shotsoff_against,away_away_3_team_shotsoff_for,away_away_3_team_shotson_against,away_away_3_team_shotson_for,away_away_6_team_corners_against,away_away_6_team_corners_for,away_away_6_team_goals_against,away_away_6_team_goals_for,away_away_6_team_possession,away_away_6_team_shotsoff_against,away_away_6_team_shotsoff_for,away_away_6_team_shotson_against,away_away_6_team_shotson_for,away_direct_team_corners_against,away_direct_team_corners_for,away_direct_team_goals_against,away_direct_team_goals_for,away_direct_team_possession,away_direct_team_shotsoff_against,away_direct_team_shotsoff_for,away_direct_team_shotson_against,away_direct_team_shotson_for,away_home_1_team_corners_against,away_home_1_team_corners_for,away_home_1_team_goals_against,away_home_1_team_goals_for,away_home_1_team_possession,away_home_1_team_shotsoff_against,away_home_1_team_shotsoff_for,away_home_1_team_shotson_against,away_home_1_team_shotson_for,away_home_3_team_corners_against,away_home_3_team_corners_for,away_home_3_team_goals_against,away_home_3_team_goals_for,away_home_3_team_possession,away_home_3_team_shotsoff_against,away_home_3_team_shotsoff_for,away_home_3_team_shotson_against,away_home_3_team_shotson_for,away_home_6_team_corners_against,away_home_6_team_corners_for,away_home_6_team_goals_against,away_home_6_team_goals_for,away_home_6_team_possession,away_home_6_team_shotsoff_against,away_home_6_team_shotsoff_for,away_home_6_team_shotson_against,away_home_6_team_shotson_for,home_away_1_team_corners_against,home_away_1_team_corners_for,home_away_1_team_goals_against,home_away_1_team_goals_for,home_away_1_team_possession,home_away_1_team_shotsoff_against,home_away_1_team_shotsoff_for,home_away_1_team_shotson_against,home_away_1_team_shotson_for,home_away_3_team_corners_against,home_away_3_team_corners_for,home_away_3_team_goals_against,home_away_3_team_goals_for,home_away_3_team_possession,home_away_3_team_shotsoff_against,home_away_3_team_shotsoff_for,home_away_3_team_shotson_against,home_away_3_team_shotson_for,home_away_6_team_corners_against,home_away_6_team_corners_for,home_away_6_team_goals_against,home_away_6_team_goals_for,home_away_6_team_possession,home_away_6_team_shotsoff_against,home_away_6_team_shotsoff_for,home_away_6_team_shotson_against,home_away_6_team_shotson_for,home_direct_team_corners_against,home_direct_team_corners_for,home_direct_team_goals_against,home_direct_team_goals_for,home_direct_team_possession,home_direct_team_shotsoff_against,home_direct_team_shotsoff_for,home_direct_team_shotson_against,home_direct_team_shotson_for,home_home_1_team_corners_against,home_home_1_team_corners_for,home_home_1_team_goals_against,home_home_1_team_goals_for,home_home_1_team_possession,home_home_1_team_shotsoff_against,home_home_1_team_shotsoff_for,home_home_1_team_shotson_against,home_home_1_team_shotson_for,home_home_3_team_corners_against,home_home_3_team_corners_for,home_home_3_team_goals_against,home_home_3_team_goals_for,home_home_3_team_possession,home_home_3_team_shotsoff_against,home_home_3_team_shotsoff_for,home_home_3_team_shotson_against,home_home_3_team_shotson_for,home_home_6_team_corners_against,home_home_6_team_corners_for,home_home_6_team_goals_against,home_home_6_team_goals_for,home_home_6_team_possession,home_home_6_team_shotsoff_against,home_home_6_team_shotsoff_for,home_home_6_team_shotson_against,home_home_6_team_shotson_for
A,12,0,10,3,2,Southampton,2.55,3.3,3,2.45,3.3,2.95,46,22,0.25,1.65,2.23,2.5,2.12,1.77,3.2,3,1.7,2.34,2.63,2.2,1.81,3.31,3.2,44,,8/4/2017,E0,1,0,,TRUE,FALSE,7,12,0,17,6,1,0,A,2,West Brom,2.5,3.3,2.85,TRUE,2.4,3.1,3,2.52,2.54,3.28,3.11,3.31,3.11,C Kavanagh,0,0,2.63,3.25,2.9,2.6,3.1,2.8,3,6,3,1,56.94736842,6,6,4,5,16,15,5,6,143.1052632,12,15,11,25,25,33,11,11,301.2552632,22,31,27,47,22,23,3,5,372.25,28,30,23,25,10,4,1,0,61,10,4,4,10,18,16,3,1,171.8789474,18,16,17,27,43,37,7,5,319.1789474,40,32,32,43,4,7,1,2,34.8,5,9,7,1,13,19,4,7,110.9023392,8,20,14,16,26,34,4,12,202.0918129,19,38,30,36,22,23,3,5,227.75,28,30,23,25,8,5,1,0,28.85,11,2,10,5,18,14,3,0,115.7738095,25,16,15,15,31,30,7,3,233.1738095,34,31,29,35
H,12,0,4,1,1,Swansea,3.7,3.6,2.1,3.5,3.6,2.05,47,25,-0.25,2.02,1.79,3.61,2.09,1.79,3.47,2.09,2.1,1.87,3.92,2.17,1.84,3.62,2.17,45,,8/4/2017,E0,0,1,,TRUE,FALSE,4,12,0,14,6,0,1,H,5,West Ham,3.5,3.4,2.1,TRUE,3.6,3.3,2.05,3.92,3.65,3.4,2.21,3.49,2.09,K Friend,0,0,3.7,3.6,2.1,3.5,3.3,2.1,4,8,2,0,51.94117647,0,5,2,7,8,19,3,2,144.6280186,12,16,16,20,22,27,5,6,283.3002408,23,27,30,45,28,44,12,5,318.7,29,43,28,58,4,7,1,2,65.2,5,9,7,1,13,27,2,5,166.7833333,15,17,15,10,25,52,7,9,331.118254,30,38,25,29,5,2,2,1,56.15,4,8,1,1,9,14,4,3,153.85,10,24,12,17,20,29,7,13,283.1111111,25,43,22,36,28,44,12,5,281.3,29,43,28,58,6,4,4,0,36.47058824,13,6,8,4,17,15,4,1,112.846904,22,20,16,19,29,31,9,5,265.096904,33,40,27,41
H,15,0,6,4,2,Leicester,5,3.9,1.75,5.25,3.6,1.72,44,23,-0.75,2.02,1.79,4.95,1.94,1.93,3.78,1.73,2.14,1.86,5.35,1.98,1.97,3.98,1.79,45,,9/4/2017,E0,2,4,,TRUE,TRUE,4,8,0,12,7,2,3,H,2,Everton,5.3,3.8,1.65,TRUE,4.5,3.8,1.73,4.95,5.05,3.88,1.77,3.98,1.76,R Madley,0,1,5.25,3.8,1.73,5,3.5,1.75,3,9,0,3,34.75,6,8,5,11,10,27,5,9,99.76428571,11,26,8,29,22,52,9,11,211.165873,21,45,15,52,29,36,13,13,214,23,37,23,39,2,6,0,2,51.5,0,7,4,5,7,19,7,5,134.4105263,12,21,19,21,18,44,7,12,277.9315789,29,42,41,47,3,6,0,2,45.4,5,6,2,10,10,17,2,6,125.7333333,15,21,17,32,24,40,3,8,279.3736842,29,40,29,56,29,36,13,13,386,23,37,23,39,7,6,0,1,59.10526316,6,3,4,5,19,18,3,2,171.6552632,15,15,16,17,40,33,7,12,365.6497076,24,30,30,46
A,20,0,18,9,5,Man United,1.36,5.25,10,1.35,5,9,45,24,1.5,2.08,1.75,1.34,1.99,1.87,5.01,9.93,2.16,1.81,1.4,2.07,1.92,5.32,11,44,,9/4/2017,E0,3,0,,TRUE,TRUE,4,14,1,9,4,1,0,A,1,Sunderland,1.4,4.8,7.5,TRUE,1.33,5,10,1.36,1.38,5.25,9.6,5.32,10.52,C Pawson,2,0,1.3,5.25,8.5,1.36,4.5,10,5,3,4,0,63.55,8,6,5,1,11,18,5,3,135.6026316,19,15,13,18,27,33,7,5,278.0894737,27,34,30,37,25,36,7,11,389.25,17,46,37,49,3,9,0,3,65.25,6,8,5,11,10,23,0,9,178.9,15,21,12,24,20,35,2,13,342.4631579,28,41,24,40,1,11,1,5,29.8,2,14,4,8,8,35,3,7,112.5,11,31,11,41,28,56,3,11,267.6657895,29,51,29,65,25,36,7,11,210.75,17,46,37,49,4,8,2,0,48.05882353,0,5,2,7,10,21,5,2,130.406192,6,22,15,20,24,34,10,2,237.4114551,24,38,40,39
H,10,0,11,3,1,Arsenal,1.83,3.9,4.5,1.75,3.8,4.6,44,21,0.75,2.25,1.64,1.81,2.05,1.83,3.8,4.33,2.36,1.69,1.85,2.12,1.86,4,5,43,,10/4/2017,E0,0,3,,TRUE,TRUE,5,11,0,17,6,0,1,H,0,Crystal Palace,1.7,3.7,5,TRUE,1.8,3.8,4,1.85,1.78,4.16,4.61,3.96,4.37,M Oliver,0,2,1.83,3.9,4.4,1.83,3.5,4.33,1,5,1,0,48.15,5,4,5,9,13,11,1,5,157.7642857,18,12,21,23,29,37,7,8,308.2642857,29,29,36,48,27,48,5,11,396.5833333,17,39,38,51,5,6,0,2,70.6,6,8,3,16,12,23,0,7,204,15,23,8,29,25,53,4,16,387.1666667,26,49,25,76,5,6,0,4,34.5,7,7,2,7,20,17,0,10,130.2,19,19,17,17,31,33,0,18,236.25,26,36,26,48,27,48,5,11,203.4166667,17,39,38,51,5,5,1,0,37.55,4,7,7,6,15,18,5,1,135.9,9,25,15,17,37,37,8,5,270.4210526,23,38,32,29
D,16,0,6,2,2,Leicester,4.75,3.6,1.73,4.4,3.5,1.8,44,21,-0.75,1.85,1.96,4.76,1.88,1.99,3.7,1.77,1.92,2.05,5.2,1.91,2.06,3.85,1.84,44,,4/15/2017,E0,2,2,,TRUE,TRUE,8,10,0,15,4,1,0,A,0,Crystal Palace,4.5,3.6,1.8,TRUE,4.75,3.6,1.75,5.1,4.07,3.52,2.04,3.85,1.78,M Dean,1,2,5.2,3.8,1.75,4.5,3.6,1.8,5,6,3,2,50.65,4,8,4,11,10,23,3,5,131.6,12,22,18,30,23,41,5,11,244.25,27,45,37,49,29,35,3,6,269.1944444,25,33,34,36,6,5,0,2,45.42105263,8,8,7,9,14,25,2,6,146.5868421,16,22,17,28,34,43,9,9,269.4315789,26,37,40,38,11,11,1,3,39.65,10,8,4,9,19,25,5,4,133.2238095,18,20,9,33,29,34,7,8,257.2773183,33,37,19,45,29,35,3,6,230.8055556,25,33,34,36,2,3,1,0,45.78947368,4,6,2,1,5,14,5,1,165.2339181,13,21,12,18,20,31,10,2,298.7365497,27,30,32,30
H,14,0,13,6,0,Burnley,8,4.5,1.4,6.75,4.25,1.45,43,21,-1,1.98,1.83,7.81,2.18,1.71,4.49,1.44,2.07,1.91,8.67,2.29,1.76,4.82,1.48,43,,4/15/2017,E0,1,3,,FALSE,TRUE,6,15,0,29,7,0,0,D,2,Everton,7,4.5,1.45,TRUE,8,4.33,1.4,8.67,7.9,4.25,1.52,4.82,1.43,M Clattenburg,1,3,8.5,4.6,1.45,7.5,4.33,1.44,3,4,0,0,39.75,5,4,2,9,9,18,1,2,133.2973684,21,12,12,22,20,36,5,8,242.252924,31,38,26,47,18,12,4,5,108.35,10,17,28,20,5,3,0,1,53.19047619,6,2,10,4,13,7,3,2,117.7904762,17,8,28,17,24,25,4,8,271.1515873,33,34,50,38,5,6,1,1,45,4,8,6,9,10,15,4,7,132.1,8,17,14,23,24,33,6,9,300.0973684,21,28,33,40,18,12,4,5,191.65,10,17,28,20,8,5,0,4,64.4,4,5,1,6,20,19,0,9,199.8868421,10,19,9,24,42,36,3,22,341.6368421,26,28,34,38
A,8,0,18,5,0,Man City,1.73,4,4.33,1.7,3.8,4.5,43,20,0.75,2.25,1.64,1.77,2,1.87,3.91,4.45,2.38,1.69,1.82,2.06,1.95,4.1,5,41,,4/15/2017,E0,3,0,,FALSE,TRUE,3,9,0,8,1,0,0,D,3,Southampton,1.7,3.7,5,TRUE,1.75,3.8,4.2,1.78,1.79,4.06,4.65,4.1,4.66,N Swarbrick,3,0,1.8,4,4.5,1.75,3.8,4.4,9,2,1,3,59.6,5,5,8,3,21,11,5,5,180.4947368,15,16,20,10,38,19,10,10,375.5947368,34,17,36,21,19,40,7,11,284.5131579,19,31,24,36,3,7,2,2,68,1,10,1,9,12,24,3,3,185.45,9,26,10,15,27,47,7,9,372.8605263,19,47,16,37,3,7,1,0,53.55,3,8,4,10,9,18,6,5,158.15,10,16,16,22,22,31,10,9,327.4102339,24,27,38,34,19,40,7,11,215.4868421,19,31,24,36,11,11,1,3,60.35,10,8,4,9,16,20,5,4,171.1,18,25,11,20,31,37,12,10,340.2552632,34,47,21,33
H,5,0,14,3,2,Hull,4,3.3,1.95,4,3.4,1.91,43,22,-0.5,1.75,2.08,4.1,1.93,1.96,3.4,1.97,1.83,2.16,4.35,1.96,2.02,3.54,2.04,42,,4/15/2017,E0,1,3,,TRUE,TRUE,3,12,0,14,4,0,1,H,0,Stoke,4.3,3.5,1.85,TRUE,4,3.3,1.91,4.3,4.06,3.56,2.03,3.54,1.98,S Attwell,1,2,4.33,3.4,2,3.8,3.4,2,3,7,2,2,32,1,10,1,9,15,22,4,8,117.2842105,10,23,6,22,31,41,4,12,239.460401,23,39,18,47,14,14,3,2,135.2261905,17,11,10,19,4,8,2,4,52.57894737,4,5,4,5,16,15,4,8,157.1567251,13,12,12,16,39,26,7,13,295.071431,30,34,35,26,5,3,0,1,46.80952381,6,2,10,4,10,21,0,3,129.8095238,11,16,19,20,23,39,3,10,269.36383,22,36,35,39,14,14,3,2,164.7738095,17,11,10,19,8,5,2,1,52.45,7,4,5,3,20,16,4,4,148.3315789,17,9,18,9,37,27,6,7,304.6833333,36,20,39,25
D,10,1,7,3,0,West Ham,2.2,3.25,3.3,2.15,3.4,3.2,43,20,0.25,2.01,1.8,2.29,1.96,1.91,3.4,3.17,2.07,1.86,2.36,2.01,1.95,3.54,3.36,43,,4/15/2017,E0,2,2,,TRUE,TRUE,8,14,0,14,4,1,1,D,1,Sunderland,2.3,3.4,3.05,TRUE,2.25,3.4,3.1,2.33,2.72,3.51,2.72,3.54,3.24,A Marriner,1,1,2.3,3.5,3.3,2.25,3.4,3.1,0,5,0,3,38.11111111,4,9,3,10,11,15,3,10,129.2611111,15,19,10,19,24,29,10,13,287.4873016,31,39,17,30,28,24,3,6,270.6944444,31,35,35,27,3,4,0,1,51.25,2,5,4,9,12,16,5,4,152.25,11,20,11,22,23,27,11,9,306.3105263,25,34,21,40,6,5,0,2,54.57894737,8,8,7,9,21,28,0,5,132.6921053,16,25,16,34,28,42,5,11,267.9421053,29,48,28,55,28,24,3,6,229.3055556,31,35,35,27,5,3,0,0,47.4,9,7,8,7,11,15,5,1,125.4497076,17,17,23,15,30,24,10,4,229.6269803,33,22,52,31
H,10,0,5,1,1,Bournemouth,10,6,1.25,10.5,5.75,1.25,44,21,-1.75,2.8,1.42,10.98,1.95,1.92,6.14,1.26,3,1.48,12.45,2.01,1.98,6.67,1.3,35,,4/15/2017,E0,0,4,,TRUE,TRUE,13,8,0,24,14,0,2,H,0,Tottenham,11,6,1.25,TRUE,11,6,1.25,12.45,12.8,7,1.25,6.67,1.27,M Oliver,0,2,11.5,6.5,1.25,11,6,1.25,2,7,2,2,27.45,2,9,2,8,11,21,4,4,127.5368421,15,22,12,18,26,44,10,14,282.0721362,23,39,28,42,14,15,5,4,122.9,10,17,16,14,4,4,2,2,48.2,6,4,6,3,14,11,5,8,162.55,17,13,15,17,28,25,10,11,314.5353801,35,23,27,31,7,5,3,1,63.80952381,8,3,5,0,17,18,5,3,174.7095238,19,12,17,19,36,25,11,6,355.8911028,41,22,31,33,14,15,5,4,177.1,10,17,16,14,5,7,0,4,53.77777778,4,7,3,12,8,19,3,9,163.8777778,7,17,9,27,15,46,4,17,369.5461988,18,41,15,57
H,13,0,13,4,0,Swansea,2.9,3.3,2.4,3,3.2,2.35,43,20,-0.25,1.75,2.07,2.98,1.79,2.11,3.23,2.48,1.81,2.18,3.12,1.83,2.18,3.4,2.58,42,,4/15/2017,E0,0,1,,TRUE,FALSE,6,8,0,15,7,0,1,H,0,Watford,2.9,3.4,2.4,TRUE,2.9,3.2,2.4,3.05,2.91,3.28,2.69,3.3,2.57,L Mason,0,0,3.1,3.3,2.5,3,3.2,2.4,3,4,0,1,48.75,2,5,4,9,14,8,2,4,138.6722222,11,11,14,25,21,32,7,11,233.2616959,15,33,17,44,8,14,0,2,166.3684211,15,16,13,18,7,5,3,1,36.19047619,8,3,5,0,12,25,5,4,164.3349206,15,21,10,19,21,40,8,10,306.2796575,26,34,29,35,5,7,0,4,46.22222222,4,7,3,12,8,15,1,6,146.380117,13,23,10,25,23,40,5,11,260.7793233,24,41,22,47,8,14,0,2,133.6315789,15,16,13,18,6,5,0,2,69.85,10,5,8,3,20,24,4,6,164.3,17,20,23,22,33,34,6,9,298.9106516,31,37,34,41
H,20,0,5,0,3,Chelsea,2.8,3.2,2.55,2.75,3.1,2.6,43,20,0,1.65,2.24,2.87,2.04,1.82,3.15,2.63,1.73,2.3,3,2.11,1.88,3.3,2.82,42,,4/16/2017,E0,0,2,,TRUE,TRUE,1,16,0,9,3,0,1,H,3,Man United,2.65,3.3,2.65,TRUE,2.9,3,2.5,3,2.82,3.17,2.85,3.2,2.67,R Madley,0,1,3,3.2,2.6,2.88,3.2,2.5,4,4,2,2,51.8,6,4,6,3,19,15,6,4,162.9,16,13,20,6,28,22,12,6,325.9,26,23,34,17,35,27,2,7,200.1710526,29,25,31,32,9,2,1,3,40.4,5,5,8,3,13,19,4,7,169.0761905,10,21,10,25,36,46,7,16,331.3452381,21,37,20,41,5,4,3,0,70.5,5,4,10,6,11,22,9,1,179.3947368,16,14,24,13,22,27,15,1,345.4263158,34,25,47,27,35,27,2,7,299.8289474,29,25,31,32,5,6,1,1,55,4,8,6,9,8,27,2,3,187.5605263,4,22,11,33,17,44,3,6,354.2155388,18,42,24,60
A,9,0,15,2,1,Liverpool,1.8,3.8,4,1.8,3.6,4.25,43,20,0.5,1.89,1.92,1.87,1.87,2,3.6,4.29,1.98,1.99,1.93,1.93,2.05,3.8,4.5,43,,4/16/2017,E0,1,0,,TRUE,FALSE,4,15,0,7,2,1,0,A,3,West Brom,1.8,3.6,4.5,TRUE,1.85,3.6,4,1.93,1.88,3.71,4.58,3.7,4.34,J Moss,0,0,1.87,3.7,4.5,1.8,3.75,4.2,8,5,2,1,47.55,7,4,5,3,28,19,4,5,148.7236842,17,16,23,10,55,27,7,10,335.9736842,37,23,57,22,21,21,6,7,332.3777778,22,35,24,47,2,7,2,2,72.55,2,9,2,8,6,20,4,7,187.5026316,13,11,8,20,15,42,7,13,365.3526316,23,26,17,42,6,5,0,2,30.15,10,5,8,3,13,15,0,5,91.18947368,11,18,16,20,21,34,4,11,182.0789474,21,31,30,48,21,21,6,7,167.6222222,22,35,24,47,3,7,1,0,46.45,3,8,4,10,13,16,4,3,117.4,9,15,14,20,29,30,5,9,253.5687135,26,31,30,38
A,16,0,12,4,2,Arsenal,1.5,4,7,1.53,3.9,6.25,42,19,1,2.12,1.71,1.53,1.9,1.96,4.25,6.33,2.25,1.8,1.57,1.96,2.02,4.5,7,40,,4/17/2017,E0,2,1,,TRUE,TRUE,2,11,0,13,5,1,0,A,2,Middlesbrough,1.55,4,6.2,TRUE,1.53,4.2,6,1.55,1.5,4.95,6.58,4.39,6.72,A Taylor,1,1,1.55,4.33,6.5,1.5,4.2,6.5,8,5,0,3,72.6,5,4,7,9,16,18,2,9,188.3,10,14,17,21,38,35,8,17,354.8394737,22,31,36,38,3,8,0,1,76.05,2,3,7,8,0,5,0,3,61.88888889,4,9,3,10,16,11,2,7,164.1888889,14,23,13,18,29,38,5,12,365.7174603,21,54,29,49,3,11,0,0,40.3,4,8,3,8,8,25,2,6,129.0894737,13,16,9,18,13,43,2,8,270.1526316,29,38,19,40,3,8,0,1,23.95,2,3,7,8,3,4,0,0,60.25,5,4,2,9,8,17,3,1,157.2868421,14,12,13,17,18,30,7,3,333.7368421,29,23,30,31
H,14,1,5,2,2,Middlesbrough,4.5,3.75,1.85,4.25,3.6,1.87,44,24,-0.5,1.94,1.86,4.28,2.01,1.86,3.66,1.86,2.01,1.94,4.5,2.06,1.93,3.8,1.93,44,,4/22/2017,E0,0,4,,TRUE,TRUE,4,4,0,20,10,0,2,H,0,Bournemouth,4.2,3.6,1.85,TRUE,4,3.6,1.85,4.24,4.37,3.76,1.9,3.79,1.93,G Scott,0,2,4.5,3.75,1.87,4.5,3.4,1.83,3,11,0,0,40.3,4,8,3,8,8,25,2,6,129.0894737,13,16,9,18,13,43,2,8,270.1526316,29,38,19,40,9,4,0,2,44.27777778,10,6,8,2,3,4,0,0,60.25,5,4,2,9,8,17,3,1,157.2868421,14,12,13,17,18,30,7,3,333.7368421,29,23,30,31,1,13,0,4,35.75,3,5,2,14,6,26,3,6,104.55,11,23,9,26,22,53,8,16,257.5868421,24,37,25,51,9,4,0,2,55.72222222,10,6,8,2,4,4,2,2,48.2,6,4,6,3,14,11,5,8,162.55,17,13,15,17,28,25,10,11,314.5353801,35,23,27,31
H,11,0,13,2,1,Watford,4.33,3.7,1.91,4.4,3.5,1.87,43,24,-0.5,1.83,1.99,4.23,1.98,1.9,3.55,1.9,1.91,2.07,4.5,2.02,1.94,3.75,1.95,43,,4/22/2017,E0,0,2,,FALSE,TRUE,4,10,1,8,3,0,0,D,3,Hull,4.2,3.6,1.85,TRUE,4,3.5,1.85,4.37,4.45,3.74,1.89,3.7,1.92,R Madley,0,2,4.5,3.6,1.91,4.33,3.1,1.95,5,7,0,4,46.22222222,4,7,3,12,8,15,1,6,146.380117,13,23,10,25,23,40,5,11,260.7793233,24,41,22,47,2,7,1,0,62.9,3,8,4,5,2,6,0,1,57.05,7,5,8,7,17,24,0,4,179.05,20,19,21,24,34,37,6,10,317.2238095,34,36,41,41,7,3,1,3,52.33333333,7,7,7,4,18,15,3,9,119.9333333,12,22,9,19,31,35,5,13,253.3651629,25,44,20,45,2,7,1,0,37.1,3,8,4,5,4,8,2,4,52.57894737,4,5,4,5,16,15,4,8,157.1567251,13,12,12,16,39,26,7,13,295.071431,30,34,35,26
H,14,0,9,3,2,Stoke,3.6,3.4,2.2,3.5,3.25,2.2,44,24,-0.25,1.75,2.06,3.5,2.01,1.86,3.34,2.18,1.81,2.15,3.68,2.08,1.91,3.53,2.26,43,,4/22/2017,E0,0,2,,TRUE,TRUE,11,5,0,10,6,0,1,H,2,Swansea,3.5,3.4,2.1,TRUE,3.5,3.3,2.1,3.68,3.2,3.54,2.35,3.53,2.15,M Oliver,0,1,3.6,3.4,2.2,3.5,3.1,2.25,5,3,0,1,46.80952381,6,2,10,4,10,21,0,3,129.8095238,11,16,19,20,23,39,3,10,269.36383,22,36,35,39,18,21,7,8,241.1888889,23,37,25,23,7,3,1,3,47.66666667,7,7,7,4,26,13,5,5,137.3666667,19,13,23,8,37,29,5,10,304.9815789,34,24,33,25,2,6,0,1,42.95,7,5,8,7,9,12,1,3,136.4,15,13,16,23,20,32,4,10,243.4222222,20,32,24,43,18,21,7,8,258.8111111,23,37,25,23,7,5,3,1,36.19047619,8,3,5,0,12,25,5,4,164.3349206,15,21,10,19,21,40,8,10,306.2796575,26,34,29,35
D,15,0,4,0,3,Everton,2.25,3.6,3.3,2.2,3.4,3.3,43,22,0.25,2.15,1.69,2.22,1.93,1.93,3.51,3.23,2.26,1.75,2.31,1.99,1.99,3.68,3.5,41,,4/22/2017,E0,0,0,,FALSE,FALSE,8,9,0,15,3,0,0,D,2,West Ham,2.1,3.4,3.5,TRUE,2.2,3.5,3.1,2.26,2.12,3.6,3.69,3.68,3.27,R East,0,0,2.3,3.6,3.25,2.25,3.1,3.4,5,6,1,1,45,4,8,6,9,10,15,4,7,132.1,8,17,14,23,24,33,6,9,300.0973684,21,28,33,40,32,28,7,9,261.7,36,26,37,35,7,6,2,2,57.94444444,3,7,10,17,21,15,4,10,193.9944444,9,15,14,29,41,33,7,21,375.8312865,21,32,32,52,1,7,2,2,54.6,2,8,3,5,6,17,3,7,142.9111111,12,21,8,17,20,29,9,14,296.2373016,27,43,18,32,32,28,7,9,238.3,36,26,37,35,3,4,0,1,51.25,2,5,4,9,12,16,5,4,152.25,11,20,11,22,23,27,11,9,306.3105263,25,34,21,40
A,16,0,12,6,1,Man United,1.67,4,5.75,1.65,3.9,5.25,44,23,1,1.7,2.15,1.66,2.22,1.69,3.76,5.66,1.76,2.25,1.71,2.29,1.73,4,6.25,43,,4/23/2017,E0,2,0,,TRUE,FALSE,3,17,0,8,0,2,0,A,2,Burnley,1.6,4,5.5,TRUE,1.65,3.6,5.5,1.68,1.79,3.51,5.64,3.93,5.95,A Taylor,0,0,1.65,3.75,6.25,1.7,3.2,6,5,4,3,0,70.5,5,4,10,6,11,22,9,1,179.3947368,16,14,24,13,22,27,15,1,345.4263158,34,25,47,27,15,27,1,3,179.9833333,18,24,9,27,5,6,1,1,55,4,8,6,9,8,27,2,3,187.5605263,4,22,11,33,17,44,3,6,354.2155388,18,42,24,60,7,6,2,2,42.05555556,3,7,10,17,15,13,2,2,134.4055556,17,18,20,33,21,39,6,8,244.6584795,32,42,29,53,15,27,1,3,120.0166667,18,24,9,27,5,3,0,1,53.19047619,6,2,10,4,13,7,3,2,117.7904762,17,8,28,17,24,25,4,8,271.1515873,33,34,50,38
A,10,0,7,3,2,Crystal Palace,7,4.75,1.5,7,4.33,1.48,44,23,-1,2.26,1.64,6.69,2.09,1.78,4.55,1.49,2.38,1.72,7.5,2.19,1.83,4.91,1.51,43,,4/23/2017,E0,2,1,,TRUE,TRUE,4,8,0,14,1,1,1,D,1,Liverpool,7.2,4.4,1.45,TRUE,6.5,4.5,1.48,6.63,7.6,4.5,1.5,4.91,1.5,A Marriner,1,0,7.5,4.75,1.45,7,4,1.5,11,11,1,3,39.65,10,8,4,9,19,25,5,4,133.2238095,18,20,9,33,29,34,7,8,257.2773183,33,37,19,45,23,31,13,8,190.4605263,29,26,29,39,5,8,2,2,61.05555556,3,6,1,7,15,16,3,5,134.2450292,12,16,10,17,25,35,9,6,298.7421053,26,33,28,40,8,5,2,1,47.55,7,4,5,3,28,19,4,5,148.7236842,17,16,23,10,55,27,7,10,335.9736842,37,23,57,22,23,31,13,8,309.5394737,29,26,29,39,2,7,2,2,72.55,2,9,2,8,6,20,4,7,187.5026316,13,11,8,20,15,42,7,13,365.3526316,23,26,17,42
H,9,0,12,4,2,Southampton,8.5,4.6,1.45,8,4.5,1.42,43,21,-1.5,2.04,1.78,8.02,1.64,2.32,4.56,1.44,2.15,1.85,9,1.67,2.44,4.75,1.5,41,,4/25/2017,E0,2,4,,TRUE,TRUE,6,13,0,17,7,1,2,H,2,Chelsea,7.2,4.4,1.45,TRUE,7.5,4.33,1.4,8.66,7.88,4.8,1.46,4.72,1.44,L Mason,1,2,8,4.6,1.45,8,4.33,1.44,3,7,1,0,53.55,3,8,4,10,9,18,6,5,158.15,10,16,16,22,22,31,10,9,327.4102339,24,27,38,34,25,31,9,4,230.5131579,26,30,29,23,8,4,3,0,36,7,4,8,4,22,21,5,3,155,23,21,17,17,29,39,10,9,339.15,34,47,24,33,4,4,2,2,51.8,6,4,6,3,19,15,6,4,162.9,16,13,20,6,28,22,12,6,325.9,26,23,34,17,25,31,9,4,269.4868421,26,30,29,23,9,2,1,3,40.4,5,5,8,3,13,19,4,7,169.0761905,10,21,10,25,36,46,7,16,331.3452381,21,37,20,41
