AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,BothToScore,Date,Div,FTAG,FTHG,FTR,GoalFirstHalf,GoalSecondHalf,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,IsTraining,LBA,LBD,LBH,PSA,PSCA,PSCD,PSCH,PSD,PSH,Referee,SHAG,SHHG,VCA,VCD,VCH,WHA,WHD,WHH,away_away_1_team_corners_against,away_away_1_team_corners_for,away_away_1_team_goals_against,away_away_1_team_goals_for,away_away_1_team_possession,away_away_1_team_shotsoff_against,away_away_1_team_shotsoff_for,away_away_1_team_shotson_against,away_away_1_team_shotson_for,away_away_3_team_corners_against,away_away_3_team_corners_for,away_away_3_team_goals_against,away_away_3_team_goals_for,away_away_3_team_possession,away_away_3_team_shotsoff_against,away_away_3_team_shotsoff_for,away_away_3_team_shotson_against,away_away_3_team_shotson_for,away_away_6_team_corners_against,away_away_6_team_corners_for,away_away_6_team_goals_against,away_away_6_team_goals_for,away_away_6_team_possession,away_away_6_team_shotsoff_against,away_away_6_team_shotsoff_for,away_away_6_team_shotson_against,away_away_6_team_shotson_for,away_direct_team_corners_against,away_direct_team_corners_for,away_direct_team_goals_against,away_direct_team_goals_for,away_direct_team_possession,away_direct_team_shotsoff_against,away_direct_team_shotsoff_for,away_direct_team_shotson_against,away_direct_team_shotson_for,away_home_1_team_corners_against,away_home_1_team_corners_for,away_home_1_team_goals_against,away_home_1_team_goals_for,away_home_1_team_possession,away_home_1_team_shotsoff_against,away_home_1_team_shotsoff_for,away_home_1_team_shotson_against,away_home_1_team_shotson_for,away_home_3_team_corners_against,away_home_3_team_corners_for,away_home_3_team_goals_against,away_home_3_team_goals_for,away_home_3_team_possession,away_home_3_team_shotsoff_against,away_home_3_team_shotsoff_for,away_home_3_team_shotson_against,away_home_3_team_shotson_for,away_home_6_team_corners_against,away_home_6_team_corners_for,away_home_6_team_goals_against,away_home_6_team_goals_for,away_home_6_team_possession,away_home_6_team_shotsoff_against,away_home_6_team_shotsoff_for,away_home_6_team_shotson_against,away_home_6_team_shotson_for,home_away_1_team_corners_against,home_away_1_team_corners_for,home_away_1_team_goals_against,home_away_1_team_goals_for,home_away_1_team_possession,home_away_1_team_shotsoff_against,home_away_1_team_shotsoff_for,home_away_1_team_shotson_against,home_away_1_team_shotson_for,home_away_3_team_corners_against,home_away_3_team_corners_for,home_away_3_team_goals_against,home_away_3_team_goals_for,home_away_3_team_possession,home_away_3_team_shotsoff_against,home_away_3_team_shotsoff_for,home_away_3_team_shotson_against,home_away_3_team_shotson_for,home_away_6_team_corners_against,home_away_6_team_corners_for,home_away_6_team_goals_against,home_away_6_team_goals_for,home_away_6_team_possession,home_away_6_team_shotsoff_against,home_away_6_team_shotsoff_for,home_away_6_team_shotson_against,home_away_6_team_shotson_for,home_direct_team_corners_against,home_direct_team_corners_for,home_direct_team_goals_against,home_direct_team_goals_for,home_direct_team_possession,home_direct_team_shotsoff_against,home_direct_team_shotsoff_for,home_direct_team_shotson_against,home_direct_team_shotson_for,home_home_1_team_corners_against,home_home_1_team_corners_for,home_home_1_team_goals_against,home_home_1_team_goals_for,home_home_1_team_possession,home_home_1_team_shotsoff_against,home_home_1_team_shotsoff_for,home_home_1_team_shotson_against,home_home_1_team_shotson_for,home_home_3_team_corners_against,home_home_3_team_corners_for,home_home_3_team_goals_against,home_home_3_team_goals_for,home_home_3_team_possession,home_home_3_team_shotsoff_against,home_home_3_team_shotsoff_for,home_home_3_team_shotson_against,home_home_3_team_shotson_for,home_home_6_team_corners_against,home_home_6_team_corners_for,home_home_6_team_goals_against,home_home_6_team_goals_for,home_home_6_team_possession,home_home_6_team_shotsoff_against,home_home_6_team_shotsoff_for,home_home_6_team_shotson_against,home_home_6_team_shotson_for
7.0,11.0,0.0,13.0,2.0,1.0,Watford,4.33,3.7,1.91,4.4,3.5,1.87,43.0,24.0,-0.5,1.83,1.99,4.23,1.98,1.9,3.55,1.9,1.91,2.07,4.5,2.02,1.94,3.75,1.95,43.0,False,2017-04-22,E0,0.0,2.0,H,False,True,4.0,10.0,1.0,8.0,3.0,0.0,0.0,D,3.0,Hull,4.2,3.6,1.85,True,4.0,3.5,1.85,4.37,4.45,3.74,1.89,3.7,1.92,R Madley,0.0,2.0,4.5,3.6,1.91,4.33,3.1,1.95,5.0,7.0,0.0,4.0,46.22222222222222,4.0,7.0,3.0,12.0,8.0,15.0,1.0,6.0,146.3801169590643,13.0,23.0,10.0,25.0,23.0,40.0,5.0,11.0,260.7793233082706,24.0,41.0,22.0,47.0,2.0,7.0,1.0,0.0,62.9,3.0,8.0,4.0,5.0,2.0,6.0,0.0,1.0,57.05,7.0,5.0,8.0,7.0,17.0,24.0,0.0,4.0,179.04999999999995,20.0,19.0,21.0,24.0,34.0,37.0,6.0,10.0,317.2238095238095,34.0,36.0,41.0,41.0,7.0,3.0,1.0,3.0,52.33333333333334,7.0,7.0,7.0,4.0,18.0,15.0,3.0,9.0,119.93333333333334,12.0,22.0,9.0,19.0,31.0,35.0,5.0,13.0,253.36516290726814,25.0,44.0,20.0,45.0,2.0,7.0,1.0,0.0,37.1,3.0,8.0,4.0,5.0,4.0,8.0,2.0,4.0,52.57894736842106,4.0,5.0,4.0,5.0,16.0,15.0,4.0,8.0,157.1567251461988,13.0,12.0,12.0,16.0,39.0,26.0,7.0,13.0,295.07143102855184,30.0,34.0,35.0,26.0
4.0,14.0,0.0,9.0,3.0,2.0,Stoke,3.6,3.4,2.2,3.5,3.25,2.2,44.0,24.0,-0.25,1.75,2.06,3.5,2.01,1.86,3.34,2.18,1.81,2.15,3.68,2.08,1.91,3.53,2.26,43.0,False,2017-04-22,E0,0.0,2.0,H,True,True,11.0,5.0,0.0,10.0,6.0,0.0,1.0,H,2.0,Swansea,3.5,3.4,2.1,True,3.5,3.3,2.1,3.68,3.2,3.54,2.35,3.53,2.15,M Oliver,0.0,1.0,3.6,3.4,2.2,3.5,3.1,2.25,5.0,3.0,0.0,1.0,46.80952380952381,6.0,2.0,10.0,4.0,10.0,21.0,0.0,3.0,129.8095238095238,11.0,16.0,19.0,20.0,23.0,39.0,3.0,10.0,269.36383002961946,22.0,36.0,35.0,39.0,18.0,21.0,7.0,8.0,241.1888888888889,23.0,37.0,25.0,23.0,7.0,3.0,1.0,3.0,47.66666666666666,7.0,7.0,7.0,4.0,26.0,13.0,5.0,5.0,137.36666666666667,19.0,13.0,23.0,8.0,37.0,29.0,5.0,10.0,304.9815789473684,34.0,24.0,33.0,25.0,2.0,6.0,0.0,1.0,42.95,7.0,5.0,8.0,7.0,9.0,12.0,1.0,3.0,136.4,15.0,13.0,16.0,23.0,20.0,32.0,4.0,10.0,243.42222222222225,20.0,32.0,24.0,43.0,18.0,21.0,7.0,8.0,258.81111111111113,23.0,37.0,25.0,23.0,7.0,5.0,3.0,1.0,36.19047619047619,8.0,3.0,5.0,0.0,12.0,25.0,5.0,4.0,164.33492063492062,15.0,21.0,10.0,19.0,21.0,40.0,8.0,10.0,306.27965747702586,26.0,34.0,29.0,35.0
4.0,15.0,0.0,4.0,0.0,3.0,Everton,2.25,3.6,3.3,2.2,3.4,3.3,43.0,22.0,0.25,2.15,1.69,2.22,1.93,1.93,3.51,3.23,2.26,1.75,2.31,1.99,1.99,3.68,3.5,41.0,False,2017-04-22,E0,0.0,0.0,D,False,False,8.0,9.0,0.0,15.0,3.0,0.0,0.0,D,2.0,West Ham,2.1,3.4,3.5,True,2.2,3.5,3.1,2.26,2.12,3.6,3.69,3.68,3.27,R East,0.0,0.0,2.3,3.6,3.25,2.25,3.1,3.4,5.0,6.0,1.0,1.0,45.0,4.0,8.0,6.0,9.0,10.0,15.0,4.0,7.0,132.1,8.0,17.0,14.0,23.0,24.0,33.0,6.0,9.0,300.09736842105264,21.0,28.0,33.0,40.0,32.0,28.0,7.0,9.0,261.7,36.0,26.0,37.0,35.0,7.0,6.0,2.0,2.0,57.944444444444436,3.0,7.0,10.0,17.0,21.0,15.0,4.0,10.0,193.99444444444444,9.0,15.0,14.0,29.0,41.0,33.0,7.0,21.0,375.83128654970767,21.0,32.0,32.0,52.0,1.0,7.0,2.0,2.0,54.6,2.0,8.0,3.0,5.0,6.0,17.0,3.0,7.0,142.9111111111111,12.0,21.0,8.0,17.0,20.0,29.0,9.0,14.0,296.23730158730154,27.0,43.0,18.0,32.0,32.0,28.0,7.0,9.0,238.3,36.0,26.0,37.0,35.0,3.0,4.0,0.0,1.0,51.25,2.0,5.0,4.0,9.0,12.0,16.0,5.0,4.0,152.25,11.0,20.0,11.0,22.0,23.0,27.0,11.0,9.0,306.3105263157895,25.0,34.0,21.0,40.0
3.0,16.0,0.0,12.0,6.0,1.0,Man United,1.67,4.0,5.75,1.65,3.9,5.25,44.0,23.0,1.0,1.7,2.15,1.66,2.22,1.69,3.76,5.66,1.76,2.25,1.71,2.29,1.73,4.0,6.25,43.0,False,2017-04-23,E0,2.0,0.0,A,True,False,3.0,17.0,0.0,8.0,0.0,2.0,0.0,A,2.0,Burnley,1.6,4.0,5.5,True,1.65,3.6,5.5,1.68,1.79,3.51,5.64,3.93,5.95,A Taylor,0.0,0.0,1.65,3.75,6.25,1.7,3.2,6.0,5.0,4.0,3.0,0.0,70.5,5.0,4.0,10.0,6.0,11.0,22.0,9.0,1.0,179.39473684210526,16.0,14.0,24.0,13.0,22.0,27.0,15.0,1.0,345.42631578947373,34.0,25.0,47.0,27.0,15.0,27.0,1.0,3.0,179.98333333333335,18.0,24.0,9.0,27.0,5.0,6.0,1.0,1.0,55.0,4.0,8.0,6.0,9.0,8.0,27.0,2.0,3.0,187.56052631578945,4.0,22.0,11.0,33.0,17.0,44.0,3.0,6.0,354.21553884711784,18.0,42.0,24.0,60.0,7.0,6.0,2.0,2.0,42.055555555555564,3.0,7.0,10.0,17.0,15.0,13.0,2.0,2.0,134.40555555555557,17.0,18.0,20.0,33.0,21.0,39.0,6.0,8.0,244.65847953216374,32.0,42.0,29.0,53.0,15.0,27.0,1.0,3.0,120.01666666666668,18.0,24.0,9.0,27.0,5.0,3.0,0.0,1.0,53.19047619047619,6.0,2.0,10.0,4.0,13.0,7.0,3.0,2.0,117.79047619047621,17.0,8.0,28.0,17.0,24.0,25.0,4.0,8.0,271.1515873015873,33.0,34.0,50.0,38.0
3.0,10.0,0.0,7.0,3.0,2.0,Crystal Palace,7.0,4.75,1.5,7.0,4.33,1.48,44.0,23.0,-1.0,2.26,1.64,6.69,2.09,1.78,4.55,1.49,2.38,1.72,7.5,2.19,1.83,4.91,1.51,43.0,True,2017-04-23,E0,2.0,1.0,A,True,True,4.0,8.0,0.0,14.0,1.0,1.0,1.0,D,1.0,Liverpool,7.2,4.4,1.45,True,6.5,4.5,1.48,6.63,7.6,4.5,1.5,4.91,1.5,A Marriner,1.0,0.0,7.5,4.75,1.45,7.0,4.0,1.5,11.0,11.0,1.0,3.0,39.65,10.0,8.0,4.0,9.0,19.0,25.0,5.0,4.0,133.2238095238095,18.0,20.0,9.0,33.0,29.0,34.0,7.0,8.0,257.27731829573935,33.0,37.0,19.0,45.0,23.0,31.0,13.0,8.0,190.46052631578945,29.0,26.0,29.0,39.0,5.0,8.0,2.0,2.0,61.055555555555564,3.0,6.0,1.0,7.0,15.0,16.0,3.0,5.0,134.24502923976607,12.0,16.0,10.0,17.0,25.0,35.0,9.0,6.0,298.7421052631579,26.0,33.0,28.0,40.0,8.0,5.0,2.0,1.0,47.55,7.0,4.0,5.0,3.0,28.0,19.0,4.0,5.0,148.7236842105263,17.0,16.0,23.0,10.0,55.0,27.0,7.0,10.0,335.9736842105263,37.0,23.0,57.0,22.0,23.0,31.0,13.0,8.0,309.5394736842105,29.0,26.0,29.0,39.0,2.0,7.0,2.0,2.0,72.55,2.0,9.0,2.0,8.0,6.0,20.0,4.0,7.0,187.50263157894736,13.0,11.0,8.0,20.0,15.0,42.0,7.0,13.0,365.35263157894735,23.0,26.0,17.0,42.0
7.0,9.0,0.0,12.0,4.0,2.0,Southampton,8.5,4.6,1.45,8.0,4.5,1.42,43.0,21.0,-1.5,2.04,1.78,8.02,1.64,2.32,4.56,1.44,2.15,1.85,9.0,1.67,2.44,4.75,1.5,41.0,True,2017-04-25,E0,2.0,4.0,H,True,True,6.0,13.0,0.0,17.0,7.0,1.0,2.0,H,2.0,Chelsea,7.2,4.4,1.45,True,7.5,4.33,1.4,8.66,7.88,4.8,1.46,4.72,1.44,L Mason,1.0,2.0,8.0,4.6,1.45,8.0,4.33,1.44,3.0,7.0,1.0,0.0,53.55,3.0,8.0,4.0,10.0,9.0,18.0,6.0,5.0,158.14999999999995,10.0,16.0,16.0,22.0,22.0,31.0,10.0,9.0,327.4102339181286,24.0,27.0,38.0,34.0,25.0,31.0,9.0,4.0,230.51315789473682,26.0,30.0,29.0,23.0,8.0,4.0,3.0,0.0,36.0,7.0,4.0,8.0,4.0,22.0,21.0,5.0,3.0,155.0,23.0,21.0,17.0,17.0,29.0,39.0,10.0,9.0,339.15,34.0,47.0,24.0,33.0,4.0,4.0,2.0,2.0,51.8,6.0,4.0,6.0,3.0,19.0,15.0,6.0,4.0,162.9,16.0,13.0,20.0,6.0,28.0,22.0,12.0,6.0,325.9000000000001,26.0,23.0,34.0,17.0,25.0,31.0,9.0,4.0,269.4868421052631,26.0,30.0,29.0,23.0,9.0,2.0,1.0,3.0,40.4,5.0,5.0,8.0,3.0,13.0,19.0,4.0,7.0,169.07619047619048,10.0,21.0,10.0,25.0,36.0,46.0,7.0,16.0,331.34523809523813,21.0,37.0,20.0,41.0
1.0,13.0,0.0,7.0,3.0,4.0,Leicester,5.75,4.5,1.6,5.5,4.33,1.57,42.0,22.0,-1.0,2.71,1.45,5.38,1.89,1.98,4.35,1.6,2.8,1.51,6.0,1.95,2.05,4.55,1.64,34.0,False,2017-04-26,E0,0.0,1.0,H,False,True,12.0,9.0,0.0,12.0,5.0,0.0,0.0,D,2.0,Arsenal,5.2,4.2,1.6,True,5.25,4.33,1.55,5.6,7.15,5.1,1.46,4.54,1.61,M Jones,0.0,1.0,5.5,4.5,1.6,5.5,4.2,1.57,5.0,8.0,2.0,2.0,38.944444444444436,3.0,6.0,1.0,7.0,16.0,18.0,7.0,8.0,117.94444444444444,9.0,17.0,8.0,24.0,23.0,42.0,7.0,15.0,237.54444444444442,24.0,41.0,25.0,50.0,29.0,30.0,8.0,7.0,190.2,27.0,30.0,48.0,36.0,6.0,5.0,0.0,2.0,45.42105263157895,8.0,8.0,7.0,9.0,14.0,25.0,2.0,6.0,146.58684210526314,16.0,22.0,17.0,28.0,34.0,43.0,9.0,9.0,269.43157894736845,26.0,37.0,40.0,38.0,4.0,2.0,2.0,1.0,68.35,6.0,5.0,5.0,6.0,17.0,11.0,3.0,7.0,213.95,14.0,12.0,18.0,19.0,35.0,33.0,7.0,15.0,366.7894736842105,22.0,32.0,36.0,37.0,29.0,30.0,8.0,7.0,309.8,27.0,30.0,48.0,36.0,0.0,5.0,0.0,3.0,61.88888888888889,4.0,9.0,3.0,10.0,16.0,11.0,2.0,7.0,164.18888888888887,14.0,23.0,13.0,18.0,29.0,38.0,5.0,12.0,365.71746031746034,21.0,54.0,29.0,49.0
11.0,15.0,0.0,18.0,4.0,3.0,Tottenham,1.65,4.2,5.5,1.62,4.1,5.25,42.0,21.0,1.0,2.28,1.62,1.64,2.08,1.79,4.07,5.41,2.4,1.67,1.7,2.17,1.84,4.25,5.8,40.0,False,2017-04-26,E0,1.0,0.0,A,False,True,2.0,13.0,0.0,6.0,1.0,0.0,0.0,D,3.0,Crystal Palace,1.7,3.9,4.7,True,1.62,4.0,5.0,1.65,1.59,4.55,5.85,4.22,5.68,J Moss,1.0,0.0,1.65,4.2,5.5,1.67,3.6,5.5,7.0,5.0,3.0,1.0,63.80952380952381,8.0,3.0,5.0,0.0,17.0,18.0,5.0,3.0,174.70952380952386,19.0,12.0,17.0,19.0,36.0,25.0,11.0,6.0,355.89110275689234,41.0,22.0,31.0,33.0,37.0,25.0,5.0,4.0,310.3571428571429,26.0,38.0,37.0,41.0,1.0,13.0,0.0,4.0,64.25,3.0,5.0,2.0,14.0,7.0,25.0,1.0,10.0,171.12777777777774,10.0,14.0,7.0,33.0,16.0,51.0,3.0,18.0,358.19619883040934,19.0,39.0,16.0,59.0,3.0,4.0,2.0,1.0,28.809523809523807,2.0,6.0,2.0,8.0,17.0,24.0,5.0,5.0,105.98333333333332,17.0,22.0,7.0,35.0,30.0,36.0,9.0,6.0,239.4368421052631,30.0,35.0,16.0,50.0,37.0,25.0,5.0,4.0,189.64285714285717,26.0,38.0,37.0,41.0,5.0,8.0,2.0,2.0,61.055555555555564,3.0,6.0,1.0,7.0,15.0,16.0,3.0,5.0,134.24502923976607,12.0,16.0,10.0,17.0,25.0,35.0,9.0,6.0,298.7421052631579,26.0,33.0,28.0,40.0
5.0,11.0,0.0,10.0,4.0,3.0,Sunderland,3.4,3.4,2.3,3.4,3.3,2.2,42.0,22.0,-0.25,1.78,2.04,3.4,1.96,1.92,3.37,2.22,1.85,2.13,3.58,2.01,1.97,3.45,2.3,40.0,False,2017-04-26,E0,0.0,1.0,H,True,False,3.0,15.0,0.0,6.0,2.0,0.0,1.0,H,3.0,Middlesbrough,3.5,3.4,2.1,True,3.3,3.3,2.15,3.58,3.6,3.45,2.21,3.44,2.23,M Dean,0.0,0.0,3.4,3.4,2.3,3.2,3.3,2.25,6.0,5.0,0.0,2.0,54.57894736842106,8.0,8.0,7.0,9.0,21.0,28.0,0.0,5.0,132.6921052631579,16.0,25.0,16.0,34.0,28.0,42.0,5.0,11.0,267.94210526315794,29.0,48.0,28.0,55.0,1.0,8.0,2.0,1.0,44.75,2.0,7.0,4.0,10.0,1.0,7.0,2.0,2.0,45.4,2.0,8.0,3.0,5.0,11.0,14.0,5.0,2.0,122.3,16.0,19.0,21.0,18.0,29.0,28.0,10.0,3.0,227.59970760233918,33.0,29.0,43.0,30.0,3.0,4.0,0.0,4.0,31.15,3.0,7.0,3.0,6.0,10.0,23.0,2.0,8.0,118.87105263157892,11.0,20.0,10.0,19.0,15.0,44.0,2.0,12.0,240.03947368421046,28.0,39.0,21.0,39.0,1.0,8.0,2.0,1.0,55.25,2.0,7.0,4.0,10.0,4.0,2.0,2.0,1.0,31.65,6.0,5.0,5.0,6.0,10.0,14.0,5.0,2.0,148.63684210526316,18.0,13.0,13.0,20.0,20.0,30.0,9.0,4.0,307.38684210526316,31.0,22.0,29.0,33.0
4.0,8.0,1.0,3.0,1.0,0.0,Man United,4.2,3.75,1.91,4.0,3.75,1.87,42.0,22.0,-0.5,2.01,1.8,4.24,2.02,1.86,3.67,1.88,2.08,1.88,4.5,2.06,1.93,3.8,1.94,41.0,False,2017-04-27,E0,0.0,0.0,D,False,False,7.0,10.0,0.0,19.0,6.0,0.0,0.0,D,1.0,Man City,4.1,3.5,1.9,True,4.2,3.5,1.85,4.42,4.82,3.46,1.91,3.77,1.89,M Atkinson,0.0,0.0,4.3,3.6,1.93,4.0,3.75,1.85,3.0,3.0,2.0,0.0,55.5,3.0,5.0,8.0,5.0,11.0,15.0,8.0,1.0,169.26315789473685,15.0,13.0,24.0,16.0,22.0,28.0,15.0,1.0,349.47631578947374,33.0,24.0,51.0,27.0,22.0,29.0,5.0,7.0,246.1984126984127,21.0,31.0,21.0,26.0,3.0,1.0,0.0,2.0,58.3,4.0,6.0,0.0,1.0,9.0,13.0,1.0,3.0,186.5105263157895,8.0,21.0,10.0,20.0,13.0,40.0,2.0,7.0,362.8655388471178,17.0,44.0,18.0,58.0,8.0,4.0,3.0,0.0,64.0,7.0,4.0,8.0,4.0,25.0,9.0,6.0,5.0,174.6,18.0,15.0,21.0,8.0,40.0,20.0,13.0,6.0,378.49473684210517,37.0,21.0,35.0,24.0,22.0,29.0,5.0,7.0,253.8015873015873,21.0,31.0,21.0,26.0,3.0,7.0,2.0,2.0,68.0,1.0,10.0,1.0,9.0,12.0,24.0,3.0,3.0,185.45,9.0,26.0,10.0,15.0,27.0,47.0,7.0,9.0,372.8605263157895,19.0,47.0,16.0,37.0
4.0,12.0,0.0,9.0,3.0,0.0,Burnley,4.75,3.5,1.75,4.75,3.5,1.75,44.0,22.0,-0.5,1.74,2.09,4.81,2.1,1.79,3.56,1.8,1.79,2.19,5.1,2.15,1.84,3.75,1.85,42.0,False,2017-04-29,E0,2.0,0.0,A,True,True,14.0,11.0,0.0,15.0,5.0,1.0,0.0,A,2.0,Crystal Palace,4.5,3.6,1.8,True,4.6,3.6,1.83,5.02,5.18,3.44,1.86,3.63,1.8,R Madley,1.0,0.0,5.0,3.6,1.8,4.4,3.5,1.83,7.0,6.0,2.0,2.0,42.055555555555564,3.0,7.0,10.0,17.0,15.0,13.0,2.0,2.0,134.40555555555557,17.0,18.0,20.0,33.0,21.0,39.0,6.0,8.0,244.65847953216374,32.0,42.0,29.0,53.0,20.0,14.0,6.0,5.0,145.9,17.0,18.0,16.0,10.0,3.0,3.0,2.0,0.0,44.5,3.0,5.0,8.0,5.0,15.0,9.0,4.0,1.0,131.2904761904762,16.0,11.0,27.0,18.0,25.0,22.0,5.0,4.0,264.4015873015873,30.0,28.0,54.0,40.0,3.0,4.0,2.0,1.0,28.809523809523807,2.0,6.0,2.0,8.0,17.0,24.0,5.0,5.0,105.98333333333332,17.0,22.0,7.0,35.0,30.0,36.0,9.0,6.0,239.4368421052631,30.0,35.0,16.0,50.0,20.0,14.0,6.0,5.0,154.1,17.0,18.0,16.0,10.0,5.0,8.0,2.0,2.0,61.055555555555564,3.0,6.0,1.0,7.0,15.0,16.0,3.0,5.0,134.24502923976607,12.0,16.0,10.0,17.0,25.0,35.0,9.0,6.0,298.7421052631579,26.0,33.0,28.0,40.0
6.0,13.0,0.0,9.0,1.0,3.0,Hull,5.75,3.75,1.6,5.0,3.9,1.62,44.0,22.0,-1.0,2.02,1.79,5.38,1.74,2.14,3.91,1.66,2.1,1.85,5.77,1.8,2.2,4.06,1.72,43.0,False,2017-04-29,E0,0.0,0.0,D,False,False,6.0,9.0,0.0,11.0,2.0,0.0,0.0,D,0.0,Southampton,4.6,3.9,1.7,True,5.5,3.75,1.66,5.77,6.5,4.34,1.57,4.06,1.64,M Dean,0.0,0.0,5.75,4.0,1.67,5.0,3.8,1.67,7.0,3.0,1.0,3.0,52.33333333333334,7.0,7.0,7.0,4.0,18.0,15.0,3.0,9.0,119.93333333333334,12.0,22.0,9.0,19.0,31.0,35.0,5.0,13.0,253.36516290726814,25.0,44.0,20.0,45.0,19.0,10.0,2.0,4.0,125.2,21.0,11.0,22.0,9.0,7.0,4.0,0.0,2.0,40.3,8.0,4.0,5.0,1.0,16.0,17.0,3.0,8.0,142.67894736842106,18.0,13.0,11.0,8.0,41.0,26.0,5.0,13.0,295.6067251461988,36.0,31.0,35.0,22.0,7.0,6.0,2.0,4.0,49.68421052631579,5.0,6.0,5.0,8.0,11.0,18.0,4.0,6.0,150.1342105263158,11.0,16.0,11.0,25.0,22.0,35.0,12.0,12.0,319.20555555555563,23.0,29.0,33.0,38.0,19.0,10.0,2.0,4.0,174.8,21.0,11.0,22.0,9.0,8.0,4.0,3.0,0.0,36.0,7.0,4.0,8.0,4.0,22.0,21.0,5.0,3.0,155.0,23.0,21.0,17.0,17.0,29.0,39.0,10.0,9.0,339.15,34.0,47.0,24.0,33.0
3.0,3.0,0.0,12.0,4.0,0.0,West Ham,3.6,3.5,2.0,3.3,3.3,2.15,44.0,23.0,-0.5,1.94,1.87,3.61,1.81,2.07,3.42,2.09,2.01,1.91,4.0,1.87,2.12,3.5,2.16,43.0,False,2017-04-29,E0,0.0,0.0,D,False,False,5.0,12.0,0.0,19.0,4.0,0.0,0.0,D,1.0,Stoke,3.6,3.3,2.1,True,3.4,3.3,2.15,3.85,4.18,3.38,2.06,3.45,2.08,L Probert,0.0,0.0,3.8,3.5,2.1,3.3,3.4,2.15,1.0,7.0,2.0,2.0,54.6,2.0,8.0,3.0,5.0,6.0,17.0,3.0,7.0,142.9111111111111,12.0,21.0,8.0,17.0,20.0,29.0,9.0,14.0,296.23730158730154,27.0,43.0,18.0,32.0,33.0,34.0,6.0,5.0,239.94047619047618,32.0,27.0,35.0,41.0,4.0,8.0,0.0,0.0,44.526315789473685,4.0,7.0,2.0,10.0,12.0,18.0,3.0,3.0,145.1263157894737,10.0,20.0,10.0,30.0,25.0,33.0,11.0,6.0,297.4868421052632,24.0,33.0,18.0,47.0,4.0,11.0,1.0,2.0,45.25,4.0,4.0,4.0,4.0,13.0,24.0,1.0,5.0,141.2095238095238,13.0,12.0,20.0,20.0,25.0,45.0,1.0,11.0,264.3411027568922,24.0,36.0,32.0,38.0,33.0,34.0,6.0,5.0,260.0595238095238,32.0,27.0,35.0,41.0,7.0,3.0,1.0,3.0,47.66666666666666,7.0,7.0,7.0,4.0,26.0,13.0,5.0,5.0,137.36666666666667,19.0,13.0,23.0,8.0,37.0,29.0,5.0,10.0,304.9815789473684,34.0,24.0,33.0,25.0
5.0,9.0,0.0,15.0,7.0,2.0,Bournemouth,2.3,3.4,3.0,2.35,3.5,2.8,44.0,21.0,0.25,2.11,1.72,2.39,2.05,1.83,3.48,2.95,2.18,1.76,2.5,2.12,1.87,3.6,3.05,42.0,False,2017-04-29,E0,1.0,0.0,A,False,True,6.0,13.0,0.0,17.0,5.0,0.0,0.0,D,3.0,Sunderland,2.3,3.4,3.05,True,2.4,3.5,3.0,2.37,2.23,3.68,3.33,3.6,3.02,S Attwell,1.0,0.0,2.45,3.6,3.0,2.38,3.4,2.9,1.0,13.0,0.0,4.0,35.75,3.0,5.0,2.0,14.0,6.0,26.0,3.0,6.0,104.55,11.0,23.0,9.0,26.0,22.0,53.0,8.0,16.0,257.58684210526314,24.0,37.0,25.0,51.0,9.0,22.0,4.0,4.0,178.421052631579,12.0,18.0,18.0,21.0,3.0,4.0,0.0,4.0,68.85,3.0,7.0,3.0,6.0,11.0,10.0,3.0,7.0,172.35,15.0,14.0,13.0,16.0,27.0,20.0,8.0,13.0,326.1631578947368,35.0,26.0,27.0,32.0,6.0,5.0,0.0,2.0,54.57894736842106,8.0,8.0,7.0,9.0,21.0,28.0,0.0,5.0,132.6921052631579,16.0,25.0,16.0,34.0,28.0,42.0,5.0,11.0,267.94210526315794,29.0,48.0,28.0,55.0,9.0,22.0,4.0,4.0,121.57894736842104,12.0,18.0,18.0,21.0,1.0,7.0,2.0,2.0,45.4,2.0,8.0,3.0,5.0,11.0,14.0,5.0,2.0,122.3,16.0,19.0,21.0,18.0,29.0,28.0,10.0,3.0,227.59970760233918,33.0,29.0,43.0,30.0
